id,title
2016-10/qmuo-csb102416,Children should be screened to prevent early heart attacks
2016-10/rumc-hsl101216,"Hypothyroidism symptoms linger despite medication use, normal blood tests"
2016-10/sdmc-fos101716,Findings on sphingolipid biosynthesis may lead to new treatments for metabolic diseases
2016-10/sonm-oap102016,Optical and PET/CT probes detect early signs of atherosclerosis
2016-10/tes-cvd102416,Customized vitamin D supplements may benefit pregnant women
2016-10/tes-erc100316,Experts recommend continuous glucose monitors for adults with type 1 diabetes
2016-10/tes-nhf100316,Nighttime hot flashes may spark mild depression
2016-10/tjnj-pid102016,Providing interventions during pregnancy and after birth to support breastfeeding recommended
2016-10/tju-rro101716,Reducing risk of lung distress in preterm babies
2016-10/tnam-let102516,Low-dose estrogen therapy shown to be very effective on vasomotor symptoms
2016-10/tuhs-hfi100716,High folate intake linked with nerve-damage risk in older adults with common gene variant
2016-10/tuhs-sfl101816,Study finds link between childhood cancer and poor dietary quality in adulthood
2016-10/tuom-anf100616,A niche for metastases
2016-10/uab-smp102716,Study: Most pediatric ICU physicians don't use current guidelines to diagnose AKI
2016-10/ucdm-sda100416,Starting drinking alcohol during puberty is associated with future psychological disorders
2016-10/ulcc-phs100316,Particular HPV strain linked to improved prognosis for throat cancer
2016-10/uoah-ucc101416,"UA Cancer Center team questions safety, efficacy of selenium and colorectal cancer risk"
2016-10/uoc--aad100416,An ADHD diagnosis puts girls at much higher risk for other mental health problems
2016-10/uoc--ahf101416,Are hot flashes genetic?
2016-10/uoc--cad101316,Coronary artery disease tests prompt patients toward healthier habits
2016-10/uoc--fss102016,"For space station astronauts, spinal muscles shrink after months in space"
2016-10/uoc--sig100316,Study implicates glial cells in fragile X syndrome
2016-10/uoc-qaq102416,Questions about quiet group of brain cells lead to new discovery
2016-10/uoca-lth103116,Less than half of cervical cancer patients receive standard-of-care treatment
2016-10/uocm-ntf100716,New tool for cancer patients measures the stress of expenses
2016-10/uoe-dsl101116,Dementia study lists everyday factors that may influence risk
2016-10/uoea-iou102516,Importance of universal sanitation underestimated in efforts to reduce child mortality
2016-10/uoea-msn101716,More support needed for nurses facing mistreatment at work
2016-10/uoef-esf102016,Exchanging sedentariness for low-intensity physical activity can prevent weight gain in children
2016-10/uog-tti102616,Telerehabilitation through Internet ameliorate the life of women suffering breast cancer
2016-10/uoh-chr100416,Canine hyperactivity reflected in the blood count
2016-10/uoh-the101116,The healing effect of fecal microbiota transplantation lasts for long
2016-10/uoh-vem100516,Vitamin E may prevent pneumonia in nonsmoking elderly men
2016-10/uol-asp102716,Asthma study provides 'paradigm shift' in understanding of life-threatening condition
2016-10/uol-rtf101916,Reshaping the future of global clinical trials practice
2016-10/uom-mec101716,"Minimal exercise can prevent disease, weight gain in menopausal women"
2016-10/uom-ssm101816,Study shows major omission in evidence of 'weekend effect' on mortality rates in hospitals
2016-10/uomh-pmt101916,Precision medicine test helps guide breast cancer patients' chemotherapy decision
2016-10/uomh-shn102716,Stopped hearts need more research to start: Review shows lack of cardiac arrest studies
2016-10/uon-ctc101216,Clinical trial confirms GP-prescribed treatments are effective for women with heavy periods
2016-10/uonc-eau101816,Elder abuse under-identified in US emergency departments
2016-10/uos-jig100516,"Jetlag is given the swerve by adjusting meal times on the ground, find researchers"
2016-10/uos-uaf102516,UK and France see highest number of imported malaria cases
2016-10/uouh-rop101216,Rich or poor? Where you start in life influences cancer risk in adulthood
2016-10/uow-btf102716,Blood test for early osteoarthritis diagnosis unveiled
2016-10/usmc-pfp100616,PSA for prostate screening unaffected by changes in screening guidelines
2016-10/uu-mrv100316,Mosquito-borne Rift Valley fever virus causes miscarriage
2016-10/w-amb100416,Antibiotics may be inappropriate for uncomplicated diverticulitis
2016-10/w-cfc102116,Cooking fuels contribute to childhood pneumonia in developing countries
2016-10/w-cos100616,Costs of similarly effective breast cancer treatments vary widely
2016-10/w-mag101216,Many adolescent girls with leukemia are not being screened for pregnancy before beginning chemotherapy
2016-10/w-mos102616,"Majority of stillbirth cases remain unexplained, post mortem investigation needs to be refined"
2016-10/w-oca100716,Obesity-linked conditions are projected to rise sharply in children
2016-10/w-pam100316,Physical activity may help preserve lung function in individuals with asthma
2016-10/w-rdb101716,Replacing diet beverages with water may help diabetic patients lose weight
2016-10/w-rpc101316,Research provides clues to how Zika virus breaches the placental barrier
2016-10/w-sit101916,Study indicates that advances in precision medicine have improved breast cancer treatment
2016-10/w-slc100316,Serious liver-related condition on the rise in the US
2016-10/w-srs101416,Study reveals scope and characteristics of adverse drug reactions in the general population
2016-10/w-srt102816,Study reveals tremendous clinical and economic burden of common chronic liver disease
2016-10/wkh-hsc102816,High-frequency spinal cord stimulation provides better results in chronic back and leg pain
2016-10/wkh-iai102416,Iron-deficiency anemia in ulcerative colitis -- many patients don't get testing and treatment
2016-10/yu-amc101816,A major challenge for young heart attack patients: Affordable health care
2016-11/aaon-slm111416,Study links mothers with rheumatoid arthritis and kids with epilepsy
2016-11/aaon-ssp110916,Study suggests probable scientific misconduct in bone health studies
2016-11/aaon-vds112916,Vitamin D status in newborns and risk of MS in later life
2016-11/acoe-rcd111016,Retail clinics do not decrease emergency department visits
2016-11/afot-ctm110116,Combined training may prevent falls associated with Parkinson's and other disorders
2016-11/ags-pcm111816,Palliative care may mean fewer difficult transitions for older adults nearing end of life
2016-11/ah-aim113016,Acupuncture improved mastectomy recovery in Abbott Northwestern Hospital study
2016-11/b-wm110116,'Worried well' may be boosting their risk of heart disease
2016-11/bc-pod103116,Prevalence of drug-resistant tuberculosis in West Africa higher than previously thought
2016-11/bc-uop103116,Urine of pregnant women could be used to predict fetal growth and birth weight
2016-11/bu-aac110716,"After Australia cut drug copays for indigenous people, hospital use declined"
2016-11/cchm-gnf111016,Good news for kids recovering from complex pneumonia
2016-11/chop-hap112216,Hypertension and prehypertension underdiagnosed and undertreated in US children
2016-11/du-nci111016,"N.C. children in rural counties, high poverty schools face obesity risk"
2016-11/e-b110316,Blood pressure may open door to personalized medicine for PTSD
2016-11/ehs-drw111516,Drinking red wine before smoking can prevent short term vascular damage
2016-11/ehs-kct110116,"Kids continue to consume too much salt, putting them at risk"
2016-11/ehs-kyf111616,Knowing your fitness number predicts your risk for future ill health
2016-11/emf-kaa110816,Ketofol an alternative deep sedative for emergency departments
2016-11/gcc-rf102516,No. 1 risk for child stunting in developing world: Poor growth before birth
2016-11/gumc-sgp103116,Study: Graphic pictures on cigarette packs would significantly reduce smoking death rate
2016-11/hfae-mta110116,Moving toward a gold standard in patient handoff protocols
2016-11/htcs-cha112216,Consuming high amounts of saturated fats linked to increased heart disease risk
2016-11/ibri-nad112116,New antiretroviral drugs decrease chances of  HIV sexual transmission
2016-11/icl-sdt111516,Severe dizziness treated with steroid injections into the eardrum
2016-11/iof-btf110716,Biologic therapies for rheumatoid arthritis may protect against rapid bone loss
2016-11/ip-ha111516,Hospital admissions rising for elderly patients with Parkinson's disease
2016-11/jgum-loe111516,Level of education is more decisive than intelligence for development of short-sightedness
2016-11/jhub-bdo111116,Better definition of 'pre-diabetes' can help identify those at risk for complications
2016-11/jhub-drg111516,"Depression rates growing among adolescents, particularly girls"
2016-11/kcl-sdm103116,Sleep deprivation may cause people to eat more calories
2016-11/ki-nrl112116,New research links genetic defects in carbohydrate digestion to irritable bowel syndrome
2016-11/ku-nmf112516,New method for predicting congenital CMV infection during the prenatal period
2016-11/lb-rfa111416,Researchers find a better way to  save eyesight in third-world countries
2016-11/lu-soy112116,Sooner on your feet after hip fracture
2016-11/mali-dhc112816,Does hormonal contraception alleviate premenstrual symptoms?
2016-11/mali-dms113016,Does metabolic syndrome affect cognitive abilities?
2016-11/mali-nms110316,New metabolomic screening method detects multiple  inborn errors of metabolism in urine
2016-11/mc-cgp112816,Comparing gait parameters can predict decline in memory and thinking
2016-11/mc-mci112216,"Mayo Clinic investigators pinpoint cause, possible treatment for rare form of sarcoma"
2016-11/mgh-sms110116,Smoking may shorten the lifespan of people living with HIV more than HIV itself
2016-11/mrc-gdi111816,Genetic differences in amino acid metabolism are linked to a higher risk of diabetes
2016-11/mu-dda112116,Drug-caused deaths among health care professionals: New insights revealed
2016-11/muos-spw110316,Study puts Weight Watchers to the test for type 2 diabetes
2016-11/nioa-tgm110216,Two genetic markers that predict malaria treatment failure found
2016-11/nyu-nre110816,NYU research examines country and health system factors on RN and MD personnel production
2016-11/osu-ciw111616,"Chronically ill women underusing online self-care resources, study shows"
2016-11/p-eop112216,Education on personalized diabetes risk doesn't motivate behavior change
2016-11/p-gik102516,Gaps in knowledge of pharmacokinetic changes in pregnancy and their clinical consequences
2016-11/p-gwh110116,Giving women HIV self-tests promotes male partner testing
2016-11/p-mia111516,"Minimally invasive autopsies in lower-income countries: Reliability, acceptability"
2016-11/p-rgr102516,Ranking global risk factors for childhood stunting
2016-11/p-smc111516,Seasonal malaria chemoprevention in Senegalese children lowers overall malaria burden
2016-11/ru-gxa112116,"Generation X at greater risk of stroke than baby boomers, Rutgers study finds"
2016-11/s-aal111516,Asian-Americans least likely to be screened for diabetes
2016-11/s-wtc110216,WHO Trauma Care Checklist improves care for injured patients
2016-11/sri-wdi110916,What does it take to make a memory? Study says new proteins
2016-11/tes-mht111416,Menopausal hormone therapy improves bone health
2016-11/tl-tln111416,The Lancet: Number of people living with high blood pressure has almost doubled worldwide over past 40 years
2016-11/tmsh-mss113016,Mount Sinai surgeons remove thyroid gland through hidden incision underneath the lip
2016-11/tuhs-rio110716,"Regular intake of sugary beverages, but not diet soda, is associated with prediabetes"
2016-11/ucl-hps112916,HIV patients showing signs of multidrug resistance in Africa
2016-11/ulcc-fia111816,"Flavors influence appeal and use of most tobacco products, especially for youth"
2016-11/uoa-mhs112816,Modern hunter-gatherers show value of exercise
2016-11/uob-bfp110116,Being fit protects against health risks caused by stress at work
2016-11/uob-fcp112316,Fibroblasts could provide new target for treatment of rheumatoid arthritis
2016-11/uoc--ofm111416,Older first-time mothers are also more likely to live longer
2016-11/uoc-tcs112916,Teenagers could see long-term benefits from new treatments for depression
2016-11/uoca-cab111416,Crowdsourcing a better prostate cancer prediction tool
2016-11/uocm-aaa111116,Asian-Americans are at high risk for diabetes but rarely get screened
2016-11/uoe-sag110816,"Scouts and guides have better mental health in later life, study finds"
2016-11/uoe-sm112116,'Minimal' shoes may reduce running injuries
2016-11/uoef-bar112316,Benzodiazepine and related drug use increases hip fractures in persons with Alzheimer's disease
2016-11/uoef-slm113016,Sedentary lifestyle may impair academic performance in boys
2016-11/uoef-uop112916,Use of prescription analgesics differs significantly between persons with and without Alzheimer's
2016-11/uog-pcm112116,"Plant compounds may boost brain function in older adults, study says"
2016-11/uom-ubo111516,"UK burden of fungal asthma greatly exceeds prior estimates, new study warns"
2016-11/uom-usb110116,U-M study bodes well for low-carb eaters
2016-11/uomh-snb110716,"Social networking by doctors may save patients' lives, study suggests"
2016-11/uomh-wrs112216,Why radiologists should make their practice more personal
2016-11/uoo-asc112416,Adult stem cell types' heart repair potential probed
2016-11/uops-gth111616,Glowing tumors help Penn surgeons cut out brain cancer with precision
2016-11/uops-hfp110316,Hip fracture patients fare best during recovery in high-occupancy nursing homes with higher level physician staffing
2016-11/uops-ilw110316,"Illuminating lies with brain scan outshines polygraph test, Penn study finds"
2016-11/uos-btc111116,Brain training can help in fight against dementia: Meta-analysis
2016-11/uos-epb110616,Early planned birth linked to risk of poor child development
2016-11/uosc-wwh111716,"Women who have their last baby after 35 are mentally sharper in old age, study finds"
2016-11/uov-wym111016,Why you may want to keep your Movember moustache out of the beer froth
2016-11/uovh-mwu112116,"Most women unaware of breast density's effect on cancer risk, Uva. study finds"
2016-11/usmc-amr110916,"Aorta more rigid in African-Americans, may explain rates of hypertension and heart disease"
2016-11/w-cic111616,Cancer in children adversely affects parents' income and employment
2016-11/w-dae112116,Diet and exercise can improve kidney function in patients with fatty liver disease
2016-11/w-dso110316,Do second opinions matter in prostate cancer care?
2016-11/w-pac110716,Physical and cognitive fitness may affect ALS risk
2016-11/wfbm-bvp110216,Brain volume predicts successful weight loss in the elderly
2016-11/wfbm-wem110216,Women experience marked decline in sexual function immediately before and after menopause
2016-11/wkh-acr113016,"After concussion, rest may not always be the best medicine, experts say"
2016-11/wkh-sfb111116,Surgery for back pain reduces problems with sex life-related pain
2016-11/wkh-tpo110716,Twenty percent of children with celiac disease do not heal on a gluten-free diet
2016-11/yu-yur110116,"York U research: Healthy living linked to higher brain function, delay of dementia"
2016-12/aaon-rfb121616,Recovery from brain injury and better sleep go hand in hand
2016-12/acoc-wfb121516,Women fare better than men 1 year after valve replacement
2016-12/ags-foa122016,"For older adults, poor vision can lead to physical decline and cognitive problems"
2016-12/aha-crm113016,Clinic readings may underestimate blood pressure during daily activities
2016-12/anu-wts121216,Worm treatment strategy could benefit millions of kids
2016-12/ason-oas120916,Old age should not exclude organ donation after death
2016-12/ason-swp121516,Smoking while pregnant may compromise children's kidney function
2016-12/b-cbo121616,Commercial brand of mouthwash can help kill off gonorrhea in the mouth
2016-12/bc-bpo112916,Being part of a community group could protect you from cognitive decline
2016-12/bc-dma120516,"Dietary magnesium associated with reduced risk of heart disease, stroke and diabetes"
2016-12/bcom-scn120716,Scientists can now better diagnose diseases with multiple genetic causes
2016-12/bsp-bao120216,Bactericidal activity of usnic acid-loaded electrospun fibers
2016-12/bsp-cwa122916,Coping with arthritis: What you do isn't associated with how much information you want
2016-12/bsp-ira121316,Insulin resistance and polycystic ovary syndrome
2016-12/bu-fam121216,Famine alters metabolism for successive generations
2016-12/chla-tsr120216,Treatment significantly reduces chemotherapy-induced hearing loss in children
2016-12/crcf-bfo122116,Biomarker for oxidative stress plays a major role in hepatic inflammation
2016-12/ehs-sac120716,Sleep apnea can contribute to recurring pulmonary embolism
2016-12/ehs-sat121216,"Smartphones and tablets and adolescents: Small size, big problems?"
2016-12/ehs-ump120616,Uterine microbiota play a key role in implantation and pregnancy success in in vitro fertilization
2016-12/emf-mgi120516,Medical glue is the clue to reducing IV drip failure
2016-12/fos--bap120916,Beans and peas increase fullness more than meat
2016-12/hfae-ump120916,User-friendly medication packaging design can boost patient safety
2016-12/hms-taj121416,The Angelina Jolie effect on breast cancer genetic testing
2016-12/hzm--fbt120716,Follow-up by trained nurses helps myocardial infarction patients
2016-12/icl-aho120216,A handful of nuts a day cuts the risk of a wide range of diseases
2016-12/icl-lct121616,Lowering cholesterol to 'levels of a newborn baby' cuts heart attack risk
2016-12/icl-msa121216,"Men should avoid rock music when playing board games, say scientists"
2016-12/icl-neg120916,New epilepsy gene network identified by scientists
2016-12/ip-pdf122216,Promising discovery for a non-invasive early detection of Alzheimer's disease
2016-12/jhm-cmp121516,Computer model predicts potential impact of short-course therapy against multidrug-resistant TB
2016-12/jhm-ssb120616,Study shows blood products unaffected by drone trips
2016-12/joso-dt120216,Drinking 'settings' tied to college sexual assault
2016-12/kcl-oia121216,Obesity in adolescents significantly increases their risk of heart disease regardless of ethnicity
2016-12/kp-kps120916,Kaiser Permanente study shows women with more social connections have higher breast cancer survival
2016-12/mc-ccp121916,Colorectal cancer prevention: A proven benefit of nonsteroidal anti-inflammatory drugs
2016-12/mc-pwc112816,Patients with cancer history experiencing severe heart attacks benefit from cardiac care
2016-12/mgh-gtm122016,"Given time, most women with anorexia or bulimia will recover"
2016-12/muos-app121616,A potential pharmaceutical intervention for co-occurring PTSD and substance use disorder
2016-12/muos-nse121416,N-acetylcysteine shows early promise in reducing alcohol use in marijuana-dependent teens
2016-12/nci-etd122316,Early-phase trial demonstrates shrinkage in pediatric neural tumors
2016-12/ncsu-sik122216,Study IDs key indicators linking violence and mental illness
2016-12/nioa-stf122116,Shortened treatment for middle ear infection is less effective than standard course
2016-12/nruh-hru121616,HSE researchers uncover why morning people should not work at night
2016-12/nyu-eti121216,Emerging trends in alcohol binge and use disorders among older adults
2016-12/osu-uyw120116,Use your words: Written prisoner interactions predict whether they'll clean up their acts
2016-12/p-cgc120616,Cancer genomics continued: Triple negative breast cancer and cancer immunotherapy
2016-12/p-cio112916,Clinical implications of cancer genomics -- a special issue of PLOS Medicine
2016-12/p-fla120616,Follicular lymphoma: A tale of 2 cancers
2016-12/pu-ndr121916,Nutrition data review shows red meat has neutral effect on cardiovascular disease risk factors
2016-12/qmuo-ut8121916,"Up to 8,400 heart attacks and strokes prevented through NHS Health Checks"
2016-12/s-bcc120716,"Beware: Children can passively 'smoke' marijuana, too"
2016-12/s-otf120616,Obesity: Tiny fat-burning molecule might help fight giant problem
2016-12/s-sas121316,Sugar and sweeteners -- how do they affect our appetite?
2016-12/su-rfl120216,Researchers find link between antidepressant use and congenital anomalies or stillbirths
2016-12/sumc-sgp121516,"Some glioblastoma patients benefit from 'ineffective' treatment, Stanford researchers say"
2016-12/tes-wdw112816,Women dissatisfied with long process to diagnose polycystic ovary syndrome
2016-12/tfci-tbc120616,Tracking breast cancer cell genetics reveals longer potential treatment window
2016-12/tjnj-hmm122216,"How much money is spent on health care for kids, where does it go?"
2016-12/tl-tla121316,The Lancet: Addition of MRI after 20-week scan could provide more certainty in diagnosing fetal brain abnormalities
2016-12/tl-tlf122116,The Lancet: Final trial results confirm Ebola vaccine provides high protection against disease
2016-12/tl-tlp121416,"The Lancet Public Health: UK soft drinks industry levy estimated to have significant health benefits, especially among children"
2016-12/tmsh-ecm122916,Endometrial cancer mutations are detectable in uterine lavage fluid before cancer diagnosis
2016-12/tuob-sfc120216,Saturated fat could be good for you
2016-12/ucl-lte121416,Light therapy effectively treats early prostate cancer
2016-12/ucl-wwd120216,Women with dementia receive less medical attention
2016-12/uoc--hci121516,Hormonal contraception is safer than expected for women with diabetes
2016-12/uoc--ngf121516,New gene fusions and mutations linked to gastrointestinal stromal tumors
2016-12/uoca-ici120116,"In cancer immunotherapy, one PD-L1 test to rule them all?"
2016-12/uoca-ics120816,"In Colorado, self-harm is leading cause of death in new mothers"
2016-12/uoef-fsb121616,Frequent sauna bathing protects men against dementia
2016-12/uoef-hau120816,Heavy alcohol use changes adolescents' brain
2016-12/uoia-pmc121916,Preventing medical communication errors
2016-12/uol-ptp120616,Protein that promotes 'cell-suicide' could revolutionize eye cancer treatment
2016-12/uom-chl122216,Christmas holidays linked to rise in heart attacks in northern and southern hemispheres
2016-12/uomh-abm120216,Alpha blockers more effective for large kidney stones
2016-12/uomh-fgf122016,"For geriatric falls, 'brain speed' may matter more than lower limb strength"
2016-12/uomh-shn121116,"Study highlights need for improved, stable eye screening for premature babies"
2016-12/uonc-cwd121416,Cigar warnings: Do teens believe them?
2016-12/uops-rad122116,Reducing antibiotic duration does more harm than good for ear infections in young children
2016-12/uos-cig121516,Chemists identify genetic mutation that opens door in combatting age-related diseases
2016-12/uos-put120716,"Public urged to be more body vigilant in fight against cancer, new study finds"
2016-12/uosc-thc122316,The high cost of home care for special-needs children
2016-12/uoth-uwi122116,UTHealth's Wolinsky is senior author of paper on new therapy for primary MS
2016-12/uouh-spl122616,Shoulder pain linked to increased heart disease risk
2016-12/uow-osc122916,Omega-3 supplements can prevent childhood asthma
2016-12/vu-bsl121316,Broken shoulder leads to carpal tunnel syndrome surgery study
2016-12/w-bcm120616,Body composition may affect older women's risk of urinary incontinence
2016-12/w-sib120716,Socially isolated breast cancer patients face higher recurrence and mortality rates
2016-12/w-tut120516,Test used to diagnose asthma may not be accurate
2016-12/wkh-ro122916,Round or 'shaped' breast implants? Even plastic surgeons can't tell the difference
2016-12/wuso-dcr121516,Depressed children respond differently to rewards than other kids
2017-01/acoc-sfh011217,Study finds high survival rate for elderly patients with implantable defibrillator
2017-01/acoc-vll012617,Very low levels of bad cholesterol well-tolerated in heart disease patients
2017-01/acoe-pep010417,Psychiatric emergency patients in Massachusetts wait longest for hospital beds
2017-01/acos-lao012617,Laparoscopic anti-reflux operation for GERD linked to fewer postoperative complications
2017-01/ags-par010517,Physical activity reduces heart disease deaths for older adults
2017-01/ags-tha010517,Taking hour-long afternoon naps improves thinking and memory in older Chinese adults
2017-01/aha-bhl011217,"Blacks, Hispanics less likely to achieve blood pressure control"
2017-01/b-ama011217,Acupuncture may alleviate babies' excessive crying (infantile colic)
2017-01/b-hdr010517,High dietary red meat intake linked to common bowel condition diverticulitis
2017-01/b-piw012717,People infected with HIV may be more susceptible to diabetes
2017-01/b-sgu012717,Smoking gobbles up almost 6 percent of global health spend and nearly 2 percent of world's GDP
2017-01/b-two011617,The war on drugs causes massive human rights violations
2017-01/bc-etp010417,Exploiting the placebo effect can improve recovery of heart surgery patients
2017-01/bsp-apo013017,Anticancer properties of mono/di-halogenated coumarins
2017-01/bsp-rbp010317,Clinical genetic evaluation of patients with auditory neuropathy spectrum
2017-01/bsp-rfi012417,Renal function impairment in patients undergoing elective EVAR vs. elective open repair
2017-01/bsp-rop011117,Role of protein engineering techniques in synthetic biology
2017-01/bsp-tla010217,Targeting legumain as a novel therapeutic strategy in cancers
2017-01/bu-aus012517,"As US scrutinizes joint replacements, study finds no way to predict risk"
2017-01/bumc-nat011017,"New approach to managing warfarin patients improves care, cuts costs"
2017-01/cfb-bss012417,Brain study shows impulsivity may weigh down some individuals
2017-01/chla-slt010317,Stuttering linked to reduced blood flow in area of brain associated with language
2017-01/chop-wsd012417,When should doctors treat short children and teens with growth hormone?
2017-01/cru-sen012317,Study establishes new standard of care for pancreatic cancer patients
2017-01/cums-opo011917,1 percent of Cambodian children live in orphanages yet have a living parent
2017-01/du-ans010417,"As neighborhood status falls, cardiovascular disease risk among black residents spikes"
2017-01/du-spc013017,Smoke-free policy cuts nicotine detected in Philadelphia public housing in half: Study
2017-01/e-cum011017,Cocaine users make riskier decisions after losing a gamble
2017-01/e-mmp010517,Mouse model points to potential new treatment for Alzheimer's disease
2017-01/ehs-8yo010517,Eight years of decreased MRSA health care-associated infections associated with Veterans Affairs Prevention Initiative
2017-01/ehs-gic010917,Genitourinary injuries challenge returning US servicemen
2017-01/ehs-rps011017,Routine procalcitonin screening reduces hospital stays and costs for patients with sepsis
2017-01/ehs-spn011817,Study provides new evidence on role of person-to person transmission in drug-resistant TB
2017-01/gcc-mmn011317,"Maternal micronutrients, nurturing environment boost child development"
2017-01/gifg-dwa011517,Disadvantaged women at greater risk of heart disease than men
2017-01/gifg-fh012217,"Flat head syndrome linked to motor, language and cognitive delays"
2017-01/gifg-twn010817,The weather's not to blame for your aches and pains
2017-01/hlmc-ndi011117,New drug in development shows improved survival for patients with advanced metastat
2017-01/hm-ada010517,Accelerated discovery a triple threat to triple negative breast cancer
2017-01/icl-hce012317,Hormone can enhance brain activity associated with love and sex
2017-01/icl-nut011117,New urine test can quickly detect whether a person has a healthy diet
2017-01/iof-bma013017,Bone markers as screening strategy for patient adherence to osteoporosis medications
2017-01/ip-mam012117,Meditation and music may help reverse early memory loss in adults
2017-01/ip-wmm012317,What matters most to Huntington's disease patients? New survey
2017-01/iu-oaw011017,Older adults with obesity less responsive to memory training than those with lower BMIs
2017-01/jhm-sib010917,Study identifies barriers to sexual health among male teens and young men
2017-01/jhm-ucf013117,"Updated cystic fibrosis diagnosis guidelines can help in diagnosis, personalized treatment"
2017-01/jhub-fse010417,Fewer see e-cigarettes as less harmful than cigarettes
2017-01/kcl-stb012417,Stimulating the brain with electricity may reduce bulimia symptoms
2017-01/ku-rtr011317,Reducing the radioresistance of cancer
2017-01/mali-ngf010617,New guidelines for diagnosis and management of thyroid disease during pregnancy published in Thyroid
2017-01/mgh-sft010917,Study first to connect stress-associated brain activity with cardiovascular risk
2017-01/mu-bim010917,Breakthrough in MS treatment
2017-01/nhla-tho012517,Therapeutic hypothermia offers no significant benefits for infants or children after in-hospital car
2017-01/nioa-nep122716,NIH-sponsored expert panel issues clinical guidelines to prevent peanut allergy
2017-01/nksn-pol122716,"Parental obesity linked to delays in child development, NIH study suggests"
2017-01/nu-oaw010917,Older adults with arthritis need just 45 minutes of activity per week
2017-01/nuos-pac013017,Physically active children are less depressed
2017-01/nyu-dba012517,Disparities between asian immigrants and sufficient access and utilization of dental service
2017-01/osu-msa011817,Molecule shows ability to thwart pathogens' genetic resistance to antibiotic
2017-01/oupu-alo010417,Alarming levels of hypertension found in the general public
2017-01/oupu-cog010517,Consumption of grilled meat linked to higher mortality risk among breast cancer survivors
2017-01/oupu-hfs012717,Heart failure survival rates show no improvement
2017-01/p-llo011917,Low levels of brain stimulation with electrodes may temporarily lessen bulimia symptoms
2017-01/p-lsp010317,Lower socioeconomic position linked to adult obesity across generations
2017-01/p-nwi012417,New WHO international fetal growth charts
2017-01/pfan-aca011917,"Affordable Care Act helped the chronically ill, but many still can't get care they need"
2017-01/s-cms011717,Colorado medical students defend physicians' right to recommend marijuana
2017-01/s-pai011917,Plan A is to get patients to stick to their blood pressure pills
2017-01/si-kcr011517,Key cardiovascular risk factors for Chinese Australians uncovered
2017-01/tes-lsd011017,Landmark study defines normal ranges for testosterone levels
2017-01/thuo-sis012217,"Smoking increases substantially during military service, Israeli research shows"
2017-01/tl-tlo011817,"The Lancet: 1 in 4 men with suspected prostate cancer could avoid unnecessary biopsy if given an MRI scan first, study estimates"
2017-01/tu-bko011717,Bait knocks out cockroaches -- and asthma symptom days
2017-01/tuhs-nsr010617,National salt reduction strategy is cost-effective 'best buy' for 183 countries worldwide
2017-01/uab-fba013117,"For bonding and breastfeeding, newborns benefit from a cheek full of dextrose"
2017-01/uhn-sft010317,Single fecal transplant no more effective than standard of care in treating C. diff
2017-01/uoa-lbs011817,Lap band surgery benefits very obese adolescents
2017-01/uoaa-tea012517,Tissue engineering advance reduces heart failure in model of heart attack
2017-01/uoaa-vsf010317,Vision symptoms following concussion limit a child's ability to return to the classroom
2017-01/uoaf-nue013117,New UAlberta e-tool provides wake-up call for parents of children with excess weight
2017-01/uoc--eae011817,E-cigarettes are expanding tobacco product use among youth
2017-01/uoca-ppv012317,"Post-concussion, peripheral vision reaction times substantially impaired"
2017-01/uoia-wia010617,Why is asthma worse in black patients?
2017-01/uol-btc011817,Blood test can predict life or death outcome for patients with Ebola virus disease
2017-01/uom-cwr011117,"Customers who receive genetic health data not alarmed by results, find information useful"
2017-01/uom-ifa012417,Immigration fears among Latinos can impact baby size at birth
2017-01/uon-gfg012517,"Getting fit, getting enough iron boosts students' grades, study suggests"
2017-01/uops-cms011917,"Children's menus still laden with fat, sodium, and calories despite industry pledges"
2017-01/uops-oaw011317,Older adults walk more for money and opportunity to donate to charity
2017-01/uops-tlb012717,The link between growth of retail-based clinics & nurse practitioner scope-of-practice reform
2017-01/uosc-uos011017,University of South Carolina researchers discover new subtype of cervical cancer
2017-01/uota-pbc013017,Preventing blood clots with a new metric for heart function
2017-01/uoth-us7012717,UTHealth study: 78 percent of hospital workers in Houston are overweight or obese
2017-01/uow-ds012217,'Protective' DNA strands are shorter in adults who had more infections as infants
2017-01/uu-anp012017,A new principle for epigenetic changes
2017-01/vumc-tuc011917,Team uncovers cellular responses to bird flu vaccine
2017-01/w-asc011717,Antimicrobial sutures can prevent surgical site infections and save money
2017-01/w-asm010317,Acid suppression medications linked to serious gastrointestinal infections
2017-01/w-ccm011817,Cervical cancer mortality rates may be underestimated
2017-01/w-hta010517,Has the Affordable Care Act reduced socioeconomic disparities in cancer screening?
2017-01/w-ppm011717,Plant-derived products may help fight HBV
2017-01/w-rtw012517,Randomized trial will reveal diabetes drug's effects on kidney health
2017-01/w-wdd011717,Weekly diabetes drug provides similar benefits to daily version
2017-01/wkh-dcu011217,Decreasing cocaine use leads to regression of coronary artery disease
2017-01/yu-rol010417,Risk of long-term disability in older adults who visit the ED
2017-02/aaos-sft021417,Study finds that melatonin content of supplements varies widely
2017-02/acoc-fdr022317,Following dietary recommendations leads to modest heart health improvements
2017-02/acoe-pav021617,Placebo and valium are equally effective for acute lower back pain in the ER
2017-02/acoe-pip020217,"Peroxide ingestion, promoted by alternative medicine, can be deadly"
